"Points","200m","300m","400m","500m","4x200m","4x400m"
"228","36.72","1:00.40","1:25.40","1:54.02","2:39.46","6:02.71"
"227","36.74","1:00.44","1:25.46","1:54.10","2:39.57","6:02.98"
"226","36.76","1:00.48","1:25.52","1:54.18","2:39.69","6:03.24"
"225","36.79","1:00.52","1:25.58","1:54.26","2:39.80","6:03.51"
"224","36.81","1:00.57","1:25.64","1:54.34","2:39.92","6:03.78"
"223","36.83","1:00.61","1:25.70","1:54.42","2:40.04","6:04.05"
"222","36.86","1:00.65","1:25.75","1:54.51","2:40.15","6:04.32"
"221","36.88","1:00.69","1:25.81","1:54.59","2:40.27","6:04.59"
"220","36.91","1:00.73","1:25.87","1:54.67","2:40.39","6:04.86"
"219","36.93","1:00.77","1:25.93","1:54.75","2:40.50","6:05.13"
"218","36.95","1:00.81","1:25.99","1:54.83","2:40.62","6:05.40"
"217","36.98","1:00.86","1:26.05","1:54.91","2:40.74","6:05.67"
"216","37.00","1:00.90","1:26.11","1:55.00","2:40.86","6:05.95"
"215","37.03","1:00.94","1:26.17","1:55.08","2:40.98","6:06.22"
"214","37.05","1:00.98","1:26.23","1:55.16","2:41.10","6:06.49"
"213","37.08","1:01.02","1:26.29","1:55.24","2:41.21","6:06.77"
"212","37.10","1:01.07","1:26.35","1:55.33","2:41.33","6:07.04"
"211","37.12","1:01.11","1:26.41","1:55.41","2:41.45","6:07.32"
"210","37.15","1:01.15","1:26.47","1:55.49","2:41.57","6:07.60"
"209","37.17","1:01.19","1:26.53","1:55.58","2:41.69","6:07.87"
"208","37.20","1:01.24","1:26.59","1:55.66","2:41.81","6:08.15"
"207","37.22","1:01.28","1:26.66","1:55.74","2:41.93","6:08.43"
"206","37.25","1:01.32","1:26.72","1:55.83","2:42.06","6:08.71"
"205","37.27","1:01.36","1:26.78","1:55.91","2:42.18","6:08.99"
"204","37.30","1:01.41","1:26.84","1:56.00","2:42.30","6:09.27"
"203","37.32","1:01.45","1:26.90","1:56.08","2:42.42","6:09.55"
"202","37.35","1:01.49","1:26.96","1:56.17","2:42.54","6:09.84"
"201","37.37","1:01.54","1:27.03","1:56.25","2:42.67","6:10.12"
"200","37.40","1:01.58","1:27.09","1:56.34","2:42.79","6:10.40"
"199","37.42","1:01.62","1:27.15","1:56.42","2:42.91","6:10.69"
"198","37.45","1:01.67","1:27.21","1:56.51","2:43.03","6:10.97"
"197","37.47","1:01.71","1:27.28","1:56.59","2:43.16","6:11.26"
"196","37.50","1:01.76","1:27.34","1:56.68","2:43.28","6:11.54"
"195","37.53","1:01.80","1:27.40","1:56.77","2:43.41","6:11.83"
"194","37.55","1:01.84","1:27.46","1:56.85","2:43.53","6:12.12"
"193","37.58","1:01.89","1:27.53","1:56.94","2:43.66","6:12.41"
"192","37.60","1:01.93","1:27.59","1:57.03","2:43.78","6:12.70"
"191","37.63","1:01.98","1:27.66","1:57.11","2:43.91","6:12.99"
"190","37.65","1:02.02","1:27.72","1:57.20","2:44.03","6:13.28"
"189","37.68","1:02.07","1:27.78","1:57.29","2:44.16","6:13.57"
"188","37.71","1:02.11","1:27.85","1:57.38","2:44.29","6:13.86"
"187","37.73","1:02.16","1:27.91","1:57.46","2:44.41","6:14.16"
"186","37.76","1:02.20","1:27.98","1:57.55","2:44.54","6:14.45"
"185","37.78","1:02.25","1:28.04","1:57.64","2:44.67","6:14.75"
"184","37.81","1:02.29","1:28.11","1:57.73","2:44.80","6:15.04"
"183","37.84","1:02.34","1:28.17","1:57.82","2:44.93","6:15.34"
"182","37.86","1:02.38","1:28.24","1:57.91","2:45.05","6:15.63"
"181","37.89","1:02.43","1:28.30","1:58.00","2:45.18","6:15.93"
"180","37.92","1:02.47","1:28.37","1:58.09","2:45.31","6:16.23"
"179","37.94","1:02.52","1:28.43","1:58.18","2:45.44","6:16.53"
"178","37.97","1:02.57","1:28.50","1:58.27","2:45.57","6:16.83"
"177","38.00","1:02.61","1:28.56","1:58.36","2:45.70","6:17.13"
"176","38.02","1:02.66","1:28.63","1:58.45","2:45.83","6:17.44"
"175","38.05","1:02.71","1:28.70","1:58.54","2:45.97","6:17.74"
"174","38.08","1:02.75","1:28.76","1:58.63","2:46.10","6:18.04"
"173","38.10","1:02.80","1:28.83","1:58.72","2:46.23","6:18.35"
"172","38.13","1:02.85","1:28.90","1:58.82","2:46.36","6:18.65"
"171","38.16","1:02.89","1:28.96","1:58.91","2:46.50","6:18.96"
"170","38.19","1:02.94","1:29.03","1:59.00","2:46.63","6:19.27"
"169","38.21","1:02.99","1:29.10","1:59.09","2:46.76","6:19.58"
"168","38.24","1:03.03","1:29.17","1:59.19","2:46.90","6:19.89"
"167","38.27","1:03.08","1:29.24","1:59.28","2:47.03","6:20.20"
"166","38.30","1:03.13","1:29.30","1:59.37","2:47.17","6:20.51"
"165","38.32","1:03.18","1:29.37","1:59.47","2:47.30","6:20.82"
"164","38.35","1:03.23","1:29.44","1:59.56","2:47.44","6:21.13"
"163","38.38","1:03.27","1:29.51","1:59.66","2:47.57","6:21.45"
"162","38.41","1:03.32","1:29.58","1:59.75","2:47.71","6:21.76"
"161","38.44","1:03.37","1:29.65","1:59.85","2:47.85","6:22.08"
"160","38.46","1:03.42","1:29.72","1:59.94","2:47.98","6:22.39"
"159","38.49","1:03.47","1:29.79","2:00.04","2:48.12","6:22.71"
"158","38.52","1:03.52","1:29.86","2:00.13","2:48.26","6:23.03"
"157","38.55","1:03.57","1:29.93","2:00.23","2:48.40","6:23.35"
"156","38.58","1:03.62","1:30.00","2:00.33","2:48.54","6:23.67"
"155","38.61","1:03.66","1:30.07","2:00.42","2:48.68","6:24.00"
"154","38.64","1:03.71","1:30.14","2:00.52","2:48.82","6:24.32"
"153","38.66","1:03.76","1:30.21","2:00.62","2:48.96","6:24.64"
"152","38.69","1:03.81","1:30.28","2:00.72","2:49.10","6:24.97"
"151","38.72","1:03.86","1:30.35","2:00.81","2:49.24","6:25.29"
"150","38.75","1:03.91","1:30.43","2:00.91","2:49.38","6:25.62"
"149","38.78","1:03.96","1:30.50","2:01.01","2:49.52","6:25.95"
"148","38.81","1:04.01","1:30.57","2:01.11","2:49.67","6:26.28"
"147","38.84","1:04.07","1:30.64","2:01.21","2:49.81","6:26.61"
"146","38.87","1:04.12","1:30.71","2:01.31","2:49.95","6:26.94"
"145","38.90","1:04.17","1:30.79","2:01.41","2:50.10","6:27.27"
"144","38.93","1:04.22","1:30.86","2:01.51","2:50.24","6:27.61"
"143","38.96","1:04.27","1:30.93","2:01.61","2:50.39","6:27.94"
"142","38.99","1:04.32","1:31.01","2:01.71","2:50.53","6:28.28"
"141","39.02","1:04.37","1:31.08","2:01.81","2:50.68","6:28.62"
"140","39.05","1:04.43","1:31.16","2:01.92","2:50.83","6:28.96"
"139","39.08","1:04.48","1:31.23","2:02.02","2:50.97","6:29.30"
"138","39.11","1:04.53","1:31.31","2:02.12","2:51.12","6:29.64"
"137","39.14","1:04.58","1:31.38","2:02.22","2:51.27","6:29.98"
"136","39.17","1:04.63","1:31.46","2:02.33","2:51.42","6:30.32"
"135","39.20","1:04.69","1:31.53","2:02.43","2:51.57","6:30.67"
"134","39.23","1:04.74","1:31.61","2:02.53","2:51.72","6:31.02"
"133","39.26","1:04.79","1:31.68","2:02.64","2:51.87","6:31.36"
"132","39.29","1:04.85","1:31.76","2:02.74","2:52.02","6:31.71"
"131","39.32","1:04.90","1:31.84","2:02.85","2:52.17","6:32.06"
"130","39.36","1:04.96","1:31.91","2:02.95","2:52.32","6:32.41"
"129","39.39","1:05.01","1:31.99","2:03.06","2:52.48","6:32.77"
"128","39.42","1:05.06","1:32.07","2:03.17","2:52.63","6:33.12"
"127","39.45","1:05.12","1:32.15","2:03.27","2:52.78","6:33.48"
"126","39.48","1:05.17","1:32.23","2:03.38","2:52.94","6:33.83"
"125","39.51","1:05.23","1:32.30","2:03.49","2:53.09","6:34.19"
"124","39.55","1:05.28","1:32.38","2:03.60","2:53.25","6:34.55"
"123","39.58","1:05.34","1:32.46","2:03.71","2:53.41","6:34.91"
"122","39.61","1:05.39","1:32.54","2:03.82","2:53.56","6:35.28"
"121","39.64","1:05.45","1:32.62","2:03.93","2:53.72","6:35.64"
"120","39.67","1:05.51","1:32.70","2:04.04","2:53.88","6:36.01"
"119","39.71","1:05.56","1:32.78","2:04.15","2:54.04","6:36.37"
"118","39.74","1:05.62","1:32.86","2:04.26","2:54.20","6:36.74"
"117","39.77","1:05.68","1:32.94","2:04.37","2:54.36","6:37.11"
"116","39.81","1:05.73","1:33.03","2:04.48","2:54.52","6:37.49"
"115","39.84","1:05.79","1:33.11","2:04.59","2:54.68","6:37.86"
"114","39.87","1:05.85","1:33.19","2:04.71","2:54.84","6:38.23"
"113","39.91","1:05.91","1:33.27","2:04.82","2:55.01","6:38.61"
"112","39.94","1:05.96","1:33.36","2:04.93","2:55.17","6:38.99"
"111","39.97","1:06.02","1:33.44","2:05.05","2:55.34","6:39.37"
"110","40.01","1:06.08","1:33.52","2:05.16","2:55.50","6:39.75"
"109","40.04","1:06.14","1:33.61","2:05.28","2:55.67","6:40.14"
"108","40.08","1:06.20","1:33.69","2:05.39","2:55.84","6:40.52"
"107","40.11","1:06.26","1:33.78","2:05.51","2:56.00","6:40.91"
"106","40.14","1:06.32","1:33.86","2:05.63","2:56.17","6:41.30"
"105","40.18","1:06.38","1:33.95","2:05.74","2:56.34","6:41.69"
"104","40.21","1:06.44","1:34.03","2:05.86","2:56.51","6:42.08"
"103","40.25","1:06.50","1:34.12","2:05.98","2:56.68","6:42.48"
"102","40.28","1:06.56","1:34.21","2:06.10","2:56.85","6:42.87"
"101","40.32","1:06.62","1:34.30","2:06.22","2:57.03","6:43.27"
"100","40.36","1:06.68","1:34.38","2:06.34","2:57.20","6:43.67"
"99","40.39","1:06.74","1:34.47","2:06.46","2:57.37","6:44.08"
"98","40.43","1:06.80","1:34.56","2:06.58","2:57.55","6:44.48"
"97","40.46","1:06.87","1:34.65","2:06.71","2:57.73","6:44.89"
"96","40.50","1:06.93","1:34.74","2:06.83","2:57.90","6:45.30"
"95","40.54","1:06.99","1:34.83","2:06.95","2:58.08","6:45.71"
"94","40.57","1:07.06","1:34.92","2:07.08","2:58.26","6:46.12"
"93","40.61","1:07.12","1:35.01","2:07.20","2:58.44","6:46.54"
"92","40.65","1:07.18","1:35.10","2:07.33","2:58.62","6:46.95"
"91","40.68","1:07.25","1:35.19","2:07.45","2:58.80","6:47.37"
"90","40.72","1:07.31","1:35.29","2:07.58","2:58.99","6:47.79"
"89","40.76","1:07.38","1:35.38","2:07.71","2:59.17","6:48.22"
"88","40.80","1:07.44","1:35.47","2:07.84","2:59.35","6:48.65"
"87","40.84","1:07.51","1:35.57","2:07.97","2:59.54","6:49.08"
"86","40.87","1:07.58","1:35.66","2:08.10","2:59.73","6:49.51"
"85","40.91","1:07.64","1:35.76","2:08.23","2:59.92","6:49.94"
"84","40.95","1:07.71","1:35.85","2:08.36","3:00.11","6:50.38"
"83","40.99","1:07.78","1:35.95","2:08.49","3:00.30","6:50.82"
"82","41.03","1:07.84","1:36.05","2:08.62","3:00.49","6:51.26"
"81","41.07","1:07.91","1:36.14","2:08.76","3:00.68","6:51.71"
"80","41.11","1:07.98","1:36.24","2:08.89","3:00.87","6:52.15"
"79","41.15","1:08.05","1:36.34","2:09.03","3:01.07","6:52.60"
"78","41.19","1:08.12","1:36.44","2:09.16","3:01.27","6:53.06"
"77","41.23","1:08.19","1:36.54","2:09.30","3:01.46","6:53.51"
"76","41.27","1:08.26","1:36.64","2:09.44","3:01.66","6:53.97"
"75","41.31","1:08.33","1:36.74","2:09.58","3:01.86","6:54.43"
"74","41.35","1:08.40","1:36.84","2:09.72","3:02.06","6:54.90"
"73","41.40","1:08.47","1:36.95","2:09.86","3:02.27","6:55.37"
"72","41.44","1:08.55","1:37.05","2:10.00","3:02.47","6:55.84"
"71","41.48","1:08.62","1:37.16","2:10.14","3:02.68","6:56.31"
"70","41.52","1:08.69","1:37.26","2:10.29","3:02.88","6:56.79"
"69","41.56","1:08.77","1:37.37","2:10.43","3:03.09","6:57.27"
"68","41.61","1:08.84","1:37.47","2:10.58","3:03.30","6:57.76"
"67","41.65","1:08.92","1:37.58","2:10.72","3:03.51","6:58.25"
"66","41.70","1:08.99","1:37.69","2:10.87","3:03.73","6:58.74"
"65","41.74","1:09.07","1:37.80","2:11.02","3:03.94","6:59.24"
"64","41.78","1:09.14","1:37.91","2:11.17","3:04.16","6:59.74"
"63","41.83","1:09.22","1:38.02","2:11.32","3:04.38","7:00.24"
"62","41.87","1:09.30","1:38.13","2:11.48","3:04.60","7:00.75"
"61","41.92","1:09.38","1:38.24","2:11.63","3:04.82","7:01.26"
"60","41.96","1:09.46","1:38.35","2:11.79","3:05.04","7:01.78"
"59","42.01","1:09.54","1:38.47","2:11.94","3:05.27","7:02.30"
"58","42.06","1:09.62","1:38.58","2:12.10","3:05.50","7:02.82"
"57","42.11","1:09.70","1:38.70","2:12.26","3:05.73","7:03.35"
"56","42.15","1:09.78","1:38.82","2:12.42","3:05.96","7:03.89"
"55","42.20","1:09.86","1:38.93","2:12.58","3:06.19","7:04.43"
"54","42.25","1:09.95","1:39.05","2:12.75","3:06.43","7:04.97"
"53","42.30","1:10.03","1:39.17","2:12.91","3:06.66","7:05.52"
"52","42.35","1:10.12","1:39.29","2:13.08","3:06.90","7:06.07"
"51","42.40","1:10.20","1:39.42","2:13.25","3:07.15","7:06.63"
"50","42.45","1:10.29","1:39.54","2:13.42","3:07.39","7:07.20"
"49","42.50","1:10.38","1:39.67","2:13.59","3:07.64","7:07.77"
"48","42.55","1:10.46","1:39.79","2:13.76","3:07.89","7:08.35"
"47","42.60","1:10.55","1:39.92","2:13.94","3:08.14","7:08.93"
"46","42.65","1:10.64","1:40.05","2:14.11","3:08.40","7:09.52"
"45","42.71","1:10.73","1:40.18","2:14.29","3:08.65","7:10.11"
"44","42.76","1:10.83","1:40.31","2:14.47","3:08.91","7:10.72"
"43","42.81","1:10.92","1:40.45","2:14.66","3:09.18","7:11.32"
"42","42.87","1:11.01","1:40.58","2:14.84","3:09.45","7:11.94"
"41","42.92","1:11.11","1:40.72","2:15.03","3:09.72","7:12.56"
"40","42.98","1:11.21","1:40.86","2:15.22","3:09.99","7:13.19"
"39","43.04","1:11.31","1:41.00","2:15.41","3:10.27","7:13.83"
"38","43.09","1:11.40","1:41.14","2:15.61","3:10.55","7:14.48"
"37","43.15","1:11.50","1:41.28","2:15.80","3:10.83","7:15.14"
"36","43.21","1:11.61","1:41.43","2:16.00","3:11.12","7:15.80"
"35","43.27","1:11.71","1:41.58","2:16.21","3:11.41","7:16.48"
"34","43.33","1:11.81","1:41.73","2:16.41","3:11.71","7:17.16"
"33","43.39","1:11.92","1:41.88","2:16.62","3:12.01","7:17.85"
"32","43.46","1:12.03","1:42.03","2:16.83","3:12.31","7:18.56"
"31","43.52","1:12.14","1:42.19","2:17.05","3:12.62","7:19.27"
"30","43.58","1:12.25","1:42.35","2:17.27","3:12.94","7:20.00"
"29","43.65","1:12.36","1:42.51","2:17.49","3:13.26","7:20.74"
"28","43.72","1:12.48","1:42.68","2:17.71","3:13.58","7:21.49"
"27","43.79","1:12.60","1:42.84","2:17.94","3:13.92","7:22.26"
"26","43.85","1:12.72","1:43.01","2:18.18","3:14.25","7:23.04"
"25","43.93","1:12.84","1:43.19","2:18.42","3:14.60","7:23.83"
"24","44.00","1:12.96","1:43.37","2:18.66","3:14.95","7:24.65"
"23","44.07","1:13.09","1:43.55","2:18.91","3:15.31","7:25.47"
"22","44.15","1:13.22","1:43.73","2:19.17","3:15.67","7:26.32"
"21","44.22","1:13.35","1:43.92","2:19.43","3:16.05","7:27.19"
"20","44.30","1:13.49","1:44.12","2:19.69","3:16.43","7:28.07"
"19","44.38","1:13.63","1:44.32","2:19.97","3:16.83","7:28.98"
"18","44.47","1:13.77","1:44.52","2:20.25","3:17.23","7:29.92"
"17","44.55","1:13.92","1:44.73","2:20.54","3:17.65","7:30.88"
"16","44.64","1:14.07","1:44.95","2:20.83","3:18.08","7:31.87"
"15","44.73","1:14.23","1:45.17","2:21.14","3:18.52","7:32.89"
"14","44.82","1:14.39","1:45.41","2:21.46","3:18.98","7:33.94"
"13","44.92","1:14.56","1:45.64","2:21.79","3:19.45","7:35.03"
"12","45.02","1:14.73","1:45.89","2:22.13","3:19.94","7:36.17"
"11","45.13","1:14.91","1:46.15","2:22.48","3:20.45","7:37.36"
"10","45.24","1:15.10","1:46.43","2:22.86","3:20.99","7:38.59"
"9","45.35","1:15.30","1:46.71","2:23.25","3:21.56","7:39.90"
"8","45.48","1:15.51","1:47.01","2:23.66","3:22.15","7:41.28"
"7","45.61","1:15.74","1:47.34","2:24.10","3:22.79","7:42.74"
"6","45.75","1:15.98","1:47.68","2:24.58","3:23.47","7:44.32"
"5","45.90","1:16.24","1:48.06","2:25.09","3:24.21","7:46.03"
"4","46.07","1:16.53","1:48.47","2:25.66","3:25.04","7:47.93"
"3","46.26","1:16.86","1:48.94","2:26.31","3:25.97","7:50.08"
"2","46.49","1:17.25","1:49.50","2:27.08","3:27.07","7:52.64"
"1","46.78","1:17.76","1:50.23","2:28.08","3:28.52","7:55.96"
